player_id,adjusted_net_yards_per_attempt_index,adjusted_net_yards_per_pass_attempt,adjusted_yards_per_attempt,adjusted_yards_per_attempt_index,all_purpose_yards,approximate_value,assists_on_tackles,attempted_passes,birth_date,blocked_punts,catch_percentage,completed_passes,completion_percentage_index,drop_percentage,dropped_passes,espn_qbr,extra_point_percentage,extra_points_attempted,extra_points_made,field_goal_percentage,field_goals_attempted,field_goals_made,fifty_plus_yard_field_goal_attempts,fifty_plus_yard_field_goals_made,first_downs_receiving,first_downs_rushing,fourth_quarter_comebacks,fourty_to_fourty_nine_yard_field_goal_attempts,fourty_to_fourty_nine_yard_field_goals_made,fumbles,fumbles_forced,fumbles_recovered,fumbles_recovered_for_touchdown,game_winning_drives,games,games_started,height,interception_percentage,interception_percentage_index,interceptions,interceptions_returned_for_touchdown,interceptions_thrown,kickoff_return_touchdown,kickoff_return_yards,kickoff_returns,less_than_nineteen_yards_field_goal_attempts,less_than_nineteen_yards_field_goals_made,longest_field_goal_made,longest_interception_return,longest_kickoff_return,longest_pass,longest_punt,longest_punt_return,longest_reception,longest_rush,name,net_yards_per_attempt_index,net_yards_per_pass_attempt,passer_rating_index,passes_defended,passing_completion,passing_touchdown_percentage,passing_touchdowns,passing_yards,passing_yards_per_attempt,position,punt_return_touchdown,punt_return_yards,punt_returns,punts,qb_record,quarterback_rating,receiving_broken_tackles,receiving_touchdowns,receiving_yards,receiving_yards_after_catch,receiving_yards_after_catch_per_reception,receiving_yards_before_catch,receiving_yards_before_catch_per_reception,receiving_yards_per_game,receiving_yards_per_reception,receptions,receptions_per_broken_tackle,receptions_per_game,rush_attempts,rush_attempts_per_broken_tackle,rush_attempts_per_game,rush_broken_tackles,rush_touchdowns,rush_yards,rush_yards_after_contact,rush_yards_after_contact_per_attempt,rush_yards_before_contact,rush_yards_before_contact_per_attempt,rush_yards_per_attempt,rush_yards_per_game,rushing_and_receiving_touchdowns,sack_percentage,sack_percentage_index,sacks,safeties,season,tackles,team_abbreviation,thirty_to_thirty_nine_yard_field_goal_attempts,thirty_to_thirty_nine_yard_field_goals_made,times_pass_target,times_sacked,total_punt_yards,touchdown_percentage_index,touches,twenty_to_twenty_nine_yard_field_goal_attempts,twenty_to_twenty_nine_yard_field_goals_made,weight,yards_from_scrimmage,yards_lost_to_sacks,yards_per_attempt_index,yards_per_completed_pass,yards_per_game_played,yards_per_kickoff_return,yards_per_punt,yards_per_punt_return,yards_per_touch,yards_recovered_from_fumble,yards_returned_from_interception,year,id
LandJa00,,23.5,23.5,,,7,,4.0,1992-11-28,,71.3,4.0,,,,100.0,,,,,,,,,,,,,,2,0.0,3.0,6.0,,15.0,14.0,5-11,0.0,,,,0.0,,,,,,,,,37.0,,,32,5,Jarvis Landry,,18.5,,,100.0,25.0,1.0,74.0,18.5,WR,,,,,,158.3,,3,840,,,,,56.0,11.7,72,,4.8,4,,0.3,,1,10,,,,,2.5,0.7,4,,,0.0,,2020,,CLE,,,101,0.0,,,76,,,196,850,0.0,,18.5,4.9,,,,11.2,6.0,,2020,LandJa00 2020
LeexEl00,,,,,,1,2,,1996-02-08,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,0.0,6-2,,,,,,,,,,,,,,,,,,,Elijah Lee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2020,6,2TM,,,,,,,,,,229,,,,,,,,,,,,2020,LeexEl00 2020
MalvCa00,,,,,,0,0,,1994-09-22,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,2.0,0.0,6-5,,,,,,,,,,,,,,,,,,,Cameron Malveaux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2020,4,CLE,,,,,,,,,,265,,,,,,,,,,0.0,,2020,MalvCa00 2020
MayfBa00,108.0,6.96,7.7,107.0,,11,,486,1995-04-14,,100.0,305,93.0,,,72.2,,,,,,,,,,,2,,,8,0,2,-15,2,16.0,16.0,6-1,1.6,111.0,,,8,,,,,,,,,75,,,6.0,28,Baker Mayfield,105.0,6.64,105.0,,62.8,5.3,26,3563,7.3,QB,,,,,11-5-0,95.9,,0.0,6.0,,,,,0.4,6.0,1.0,,0.1,54,,3.4,,1,165,,,,,3.1,10.3,1,,110.0,0.0,,2020,,CLE,,,1.0,26,,107.0,55,,,215,171,162,102.0,11.7,222.7,,,,3.1,-15,,2020,MayfBa00 2020
MayfBa00,108.0,6.96,7.7,107.0,,11,,486,1995-04-14,,100.0,305,93.0,,,72.2,,,,,,,,,,,2,,,8,0,2,-15,2,16.0,16.0,6-1,1.6,111.0,,,8,,,,,,,,,75,,,6.0,28,Baker Mayfield,105.0,6.64,105.0,,62.8,5.3,26,3563,7.3,QB,,,,,11-5-0,95.9,,0.0,6.0,,,,,0.4,6.0,1.0,,0.1,54,,3.4,,1,165,,,,,3.1,10.3,1,,110.0,0.0,,2020,,CLE,,,1.0,26,,107.0,55,,,215,171,162,102.0,11.7,222.7,,,,3.1,-15,,2020,MayfBa00 2020
MitcTe00,,,,,,4,11,,1992-05-17,,,,,,,,,,,,,,,,,,,,,0.0,3.0,0.0,0.0,,16.0,16.0,5-11,,,0,0,,,,,,,,0,,,,,,,Terrance Mitchell,,,,13,,,,,,RCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2020,54,CLE,,,,,,,,,,191,,,,,,,,,,0.0,0,2020,MitcTe00 2020
MoffJo01,,,,,,0,1,,1996-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,0.0,6-0,,,,,,,,,,,,,,,,,,,Jovante Moffatt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2020,0,CLE,,,,,,,,,,210,,,,,,,,,,,,2020,MoffJo01 2020
NatsJo00,,,,,59,0,,,1994-02-01,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,3.0,0.0,5-7,,,,,,0,31,1,,,,,31,,,13,0.0,3.0,Jojo Natson,,,,,,,,,,,0,25,3,,,,,0.0,0,,,,,0.0,,0,,0.0,1.0,,0.3,,0.0,3.0,,,,,3.0,1.0,0.0,,,,,2020,,CLE,,,0,,,,1.0,,,153,3.0,,,,,31.0,,8.3,3.0,,,2020,NatsJo00 2020
NjokDa00,,,,,,2,,,1996-07-10,,65.5,,,,,,,,,,,,,,,,,,,0,,,,,13.0,5.0,6-4,,,,,,,,,,,,,,,,,28,,David Njoku,,,,,,,,,,te,,,,,,,,2,213,,,,,16.4,11.2,19,,1.5,,,,,,,,,,,,,2,,,,,2020,,CLE,,,29,,,,19,,,246,213,,,,,,,,11.2,,,2020,NjokDa00 2020
OgunLa00,,,,,,6,23,,1994-06-03,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,15.0,15.0,6-3,,,,,,,,,,,,,,,,,,,Larry Ogunjobi,,,,,,,,,,RDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,2020,23,CLE,,,,,,,,,,305,,,,,,,,,,0.0,,2020,OgunLa00 2020
ParkCo03,,,,,,3,,,1992-02-19,,,,,,,,91.5,47,43,86.4,22,19,,,,,,11,10,,,,,,15.0,0.0,6-0,,,,,,,,,,,46,,,,,,,,Cody Parkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,CLE,6.0,4.0,,,,,,5.0,5.0,190,,,,,,,,,,,,2020,ParkCo03 2020
ParkCo03,,,,,,3,,,1992-02-19,,,,,,,,91.5,47,43,86.4,22,19,,,,,,11,10,,,,,,15.0,0.0,6-0,,,,,,,,,,,46,,,,,,,,Cody Parkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,CLE,6.0,4.0,,,,,,5.0,5.0,190,,,,,,,,,,,,2020,ParkCo03 2020
PeopDo00,,,,,760,2,,,1999-02-19,,70.0,,,,,,,,,,,,,,,,,,,0,,,,,12.0,2.0,6-2,,,,,,0,379,18,,,,,33,,,13,75,,Donovan Peoples-Jones,,,,,,,,,,,0,77,18,,,,,2,304,,,,,25.3,21.7,14,,1.2,,,,,,,,,,,,,2,,,,,2020,,CLE,,,20,,,,14,,,212,304,,,,,21.1,,4.3,21.7,,,2020,PeopDo00 2020
PhilJa01,,,,,,2,10,,1999-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,3.0,6-3,,,0,0,,,,,,,,0,,,,,,,Jacob Phillips,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2020,15,CLE,,,,,,,,,,229,,,,,,,,,,,0,2020,PhilJa01 2020
RedwSh00,,,,,,2,8,,1996-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,3.0,6-0,,,1,0,,,,,,,,8,,,,,,,Sheldrick Redwine,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,2020,19,CLE,,,,,,,,,,196,,,,,,,,,,,8,2020,RedwSh00 2020
RichSh00,,,,,,7,29,,1990-11-29,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,16.0,16.0,6-3,,,0.0,0.0,,,,,,,,0.0,,,,,,,Sheldon Richardson,,,,3.0,,,,,,LDT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,2020,35,CLE,,,,,,,,,,294,,,,,,,,,,0.0,0.0,2020,RichSh00 2020
SeibAu00,,,,,,-1,,,1996-11-15,,,,,,,,88.9,9,8,66.7,9,6,1,,,,,3,1,,,,,,5.0,0.0,5-9,,,,,,,,,,,48.0,,,,,,,,Austin Seibert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,,2TM,5,5,,,,,,,,214,,,,,,,,,,,,2020,SeibAu00 2020
SendAn00,,,,,,4,16,,1987-09-09,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,14.0,14.0,6-1,,,0.0,0.0,,,,,,,,0.0,,,,,,,Andrew Sendejo,,,,2.0,,,,,,FS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2020,51,CLE,,,,,,,,,,210,,,,,,,,,,0.0,0.0,2020,SendAn00 2020
SmitMa02,,,,,,3,23,,1989-07-05,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,15.0,4.0,6-0,,,1.0,0.0,,,,,,,,2.0,,,,,,,Malcolm Smith,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2020,49,CLE,,,,,,,,,,225,,,,,,,,,,0.0,2.0,2020,SmitMa02 2020
SmitMa02,,,,,,3,23,,1989-07-05,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,15.0,4.0,6-0,,,1.0,0.0,,,,,,,,2.0,,,,,,,Malcolm Smith,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2020,49,CLE,,,,,,,,,,225,,,,,,,,,,0.0,2.0,2020,SmitMa02 2020
StewM.00,,,,,,1,4,,1995-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,0.0,5-11,,,2,0,,,,,,,,30,,,,,,,M.J. Stewart,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2020,18,CLE,,,,,,,,,,200,,,,,,,,,,,51,2020,StewM.00 2020
TakiSi00,,,,,,6,26,,1995-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,12.0,6-1,,,1.0,1.0,,,,,,,,50.0,,,,,,,Sione Takitaki,,,,1.0,,,,,,RLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2020,41,CLE,,,,,,,,,,238,,,,,,,,,,,50.0,2020,TakiSi00 2020
TakiSi00,,,,,,6,26,,1995-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,12.0,6-1,,,1.0,1.0,,,,,,,,50.0,,,,,,,Sione Takitaki,,,,1.0,,,,,,RLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2020,41,CLE,,,,,,,,,,238,,,,,,,,,,,50.0,2020,TakiSi00 2020
TaylTa00,,,,,,0,,,1995-03-02,,0.0,,,,,,,,,,,,,,,,,,,0,,,,,3.0,0.0,5-11,,,,,,,,,,,,,,,,,0,,Taywan Taylor,,,,,,,,,,,,,,,,,,0,0,,,,,0.0,,0,,0.0,,,,,,,,,,,,,0,,,,,2020,,CLE,,,1,,,,0,,,203,0,,,,,,,,,,,2020,TaylTa00 2020
TaylVi00,,,,,,2,3,,1994-01-05,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,15.0,1.0,6-3,,,,,,,,,,,,,,,,,,,Vincent Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2020,9,CLE,,,,,,,,,,311,,,,,,,,,,0.0,,2020,TaylVi00 2020
TellWy00,,,,,,9,,,1994-11-21,,0.0,,,,,,,,,,,,,,,,,,,0,,,,,11.0,11.0,6-4,,,,,,,,,,,,,,,,,0,,Wyatt Teller,,,,,,,,,,RG,,,,,,,,0,0,,,,,0.0,,0,,0.0,,,,,,,,,,,,,0,,,,,2020,,CLE,,,0,,,,0,,,314,0,,,,,,,,,,,2020,TellWy00 2020
ThomTa01,,,,,,2,1,,1996-03-11,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,,16.0,3.0,5-10,,,,,,,,,,,,,,,,,,,Tavierre Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2020,29,CLE,,,,,,,,,,205,,,,,,,,,,0.0,,2020,ThomTa01 2020
TretJC00,,,,,-6,8,,,1991-02-12,,,,,,,,,,,,,,,,,,,,,2.0,0.0,0.0,-6.0,,16.0,16.0,6-4,,,,,,,,,,,,,,,,,,,J.C. Tretter,,,,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2020,,CLE,,,,,,,,,,307,,,,,,,,,,-6.0,,2020,TretJC00 2020
VernOl00,,,,,,6,12,,1990-10-07,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,,14.0,13.0,6-2,,,0.0,0.0,,,,,,,,0.0,,,,,,,Olivier Vernon,,,,3.0,,,,,,RDE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,1.0,2020,24,CLE,,,,,,,,,,262,,,,,,,,,,0.0,0.0,2020,VernOl00 2020
WardDe02,,,,,,4,8,,1997-04-28,,,,,,,,,,,,,,,,,,,,,0,1,0,0,,12.0,12.0,5-11,,,2,0,,,,,,,,0,,,,,,,Denzel Ward,,,,18,,,,,,LCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2020,38,CLE,,,,,,,,,,190,,,,,,,,,,0,0,2020,WardDe02 2020
WillDe06,,,,,,0,,,1994-10-12,,0.0,,,,,,,,,,,,,,,,,,,0,,,,,1.0,0.0,6-4,,,,,,,,,,,,,,,,,0,,Derrick Willies,,,,,,,,,,,,,,,,,,0,0,,,,,0.0,,0,,0.0,,,,,,,,,,,,,0,,,,,2020,,CLE,,,0,,,,0,,,207,0,,,,,,,,,,,2020,WillDe06 2020
WillDe06,,,,,,0,,,1994-10-12,,0.0,,,,,,,,,,,,,,,,,,,0,,,,,1.0,0.0,6-4,,,,,,,,,,,,,,,,,0,,Derrick Willies,,,,,,,,,,,,,,,,,,0,0,,,,,0.0,,0,,0.0,,,,,,,,,,,,,0,,,,,2020,,CLE,,,0,,,,0,,,207,0,,,,,,,,,,,2020,WillDe06 2020
WilsMa03,,,,,,3,15,,1998-02-14,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,8.0,6-1,,,0,0,,,,,,,,0,,,,,,,Mack Wilson,,,,2,,,,,,LLB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2020,24,CLE,,,,,,,,,,240,,,,,,,,,,,0,2020,WilsMa03 2020
AhmeSa01,,,,,,3,,,1998-12-29,,78.6,,,,,,,,,,,,,,,,,,,0,,,,,6.0,4.0,5-11,,,,,,,,,,,,,,,,,13,31,Salvon Ahmed,,,,,,,,,,,,,,,,,,0,61,,,,,10.2,5.5,11,,1.8,75,,12.5,,3,319,,,,,4.3,53.2,3,,,,,2020,,MIA,,,14,,,,86,,,196,380,,,,,,,,4.4,,,2020,AhmeSa01 2020
BakeJe00,,,,,,7,42,,1996-12-25,,,,,,,,,,,,,,,,,,,,,0,2,0,0,,16.0,11.0,6-2,,,0,0,,,,,,,,0,,,,,,,Jerome Baker,,,,3,,,,,,RILB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,2020,70,MIA,,,,,,,,,,225,,,,,,,,,,0,0,2020,BakeJe00 2020
BowdLy00,,16.0,16.0,,,2,,2,1997-10-14,,75.7,1,,,,40.0,,,,,,,,,,,,,,0,,,,,10.0,4.0,5-11,0.0,,,,0,,,,,,,,,32,,,22,11,Lynn Bowden Jr.,,16.0,,,50.0,0.0,0,32,16.0,,,,,,,95.8,,0,211,,,,,21.1,7.5,28,,2.8,9,,0.9,,0,32,,,,,3.6,3.2,0,,,,,2020,,MIA,,,37,0,,,37,,,204,243,0,,32.0,3.2,,,,6.6,,,2020,BowdLy00 2020
BreiMa00,,,,,,2,1.0,,1995-02-28,,90.0,,,,,,,,,,,,,,,,,,,2,0,1,0,,12.0,1.0,5-10,,,,,,,,,,,,,,,,,31,24,Matt Breida,,,,,,,,,,,,,,,,,,0,96,,,,,8.0,10.7,9,,0.8,59,,4.9,,0,254,,,,,4.3,21.2,0,,,0.0,,2020,1.0,MIA,,,10,,,,68,,,190,350,,,,,,,,5.1,0,,2020,BreiMa00 2020
CallAn00,,,,,32.0,0,,,1997-01-09,,50.0,,,,,,,,,,,,,,,,,,,0,,,,,5.0,1.0,5-11,,,,,,,,,,,,,,,,11.0,13,,Antonio Callaway,,,,,,,,,,,0.0,12.0,2.0,,,,,0,20,,,,,4.0,10.0,2,,0.4,,,,,,,,,,,,,0,,,,,2020,,MIA,,,4,,,,2,,,200,20,,,,,,,6.0,10.0,,,2020,CallAn00 2020
CoxxCh01,,,,,,0,,,1996-07-29,,100.0,,,,,,,,,,,,,,,,,,,0,,,,,8.0,3.0,6-1,,,,,,,,,,,,,,,,,6,,Chandler Cox,,,,,,,,,,,,,,,,,,0,9,,,,,1.1,4.5,2,,0.3,,,,,,,,,,,,,0,,,,,2020,,MIA,,,2,,,,2,,,240,9,,,,,,,,4.5,,,2020,CoxxCh01 2020
DaveJu00,,,,,,2,,,1995-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,1.0,6-7,,,,,,,,,,,,,,,,,,,Julie'n Davenport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2020,,MIA,,,,,,,,,,325,,,,,,,,,,,,2020,DaveJu00 2020
DaviJe00,,,,,,6,,,1991-09-15,,,,,,,,,,,,,,,,,,,,,0.0,0.0,2.0,0.0,,16.0,15.0,6-6,,,,,,,,,,,,,,,,,,,Jesse Davis,,,,,,,,,,lt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2020,,MIA,,,,,,,,,,325,,,,,,,,,,0.0,,2020,DaviJe00 2020
DaviRa03,,,,,,7,21,,1997-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,12.0,6-6,,,,,,,,,,,,,,,,,,,Raekwon Davis,,,,,,,,,,NT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2020,19,MIA,,,,,,,,,,311,,,,,,,,,,,,2020,DaviRa03 2020
DeitMi00,,,,,,1,,,1996-09-03,,0.0,,,,,,,,,,,,,,,,,,,0,,,,,16.0,0.0,6-6,,,,,,,,,,,,,,,,,0,,Michael Deiter,,,,,,,,,,,,,,,,,,0,0,,,,,0.0,,0,,0.0,,,,,,,,,,,,,0,,,,,2020,,MIA,,,0,,,,0,,,310,0,,,,,,,,,,,2020,DeitMi00 2020
EguaSa00,,,,,,2,4,,1993-02-22,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,1.0,6-0,,,0,0,,,,,,,,0,,,,,,,Samuel Eguavoen,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2020,5,MIA,,,,,,,,,,236,,,,,,,,,,,0,2020,EguaSa00 2020
FejeCl00,,,,,,1,4,,1993-06-02,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,,13.0,0.0,6-0,,,,,,,,,,,,,,,,,,22.0,Clayton Fejedelem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,0.2,,0.0,23.0,,,,,11.5,1.8,0.0,,,0.0,,2020,6,MIA,,,,,,,2.0,,,205,23.0,,,,,,,,11.5,0.0,,2020,FejeCl00 2020
FergBl00,,,,,,1,1,,1997-04-21,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,0.0,6-3,,,,,,,,,,,,,,,,,,,Blake Ferguson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2020,1,MIA,,,,,,,,,,229,,,,,,,,,,,,2020,FergBl00 2020
FitzRy00,107.0,6.85,7.5,104.0,,7,,267,1982-11-24,,100.0,183,118.0,,,76.9,,,,,,,,,,,1.0,,,2.0,0.0,1.0,0.0,1.0,9.0,7.0,6-2,3.0,86.0,,,8,,,,,,,,,70,,,0.0,17.0,Ryan Fitzpatrick,116.0,7.21,105.0,,68.5,4.9,13,2091,7.8,qb,,,,,4-3-0,95.6,,0.0,0.0,,,,,0.0,0.0,1.0,,0.1,30.0,,3.3,,2.0,151.0,,,,,5.0,16.8,2.0,,111.0,0.0,,2020,,MIA,,,1.0,14,,102.0,31.0,,,228,151.0,65,112.0,11.4,232.3,,,,4.9,0.0,,2020,FitzRy00 2020
FlowEr00,,,,,,6,,,1994-04-25,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,14.0,6-6,,,,,,,,,,,,,,,,,,,Ereck Flowers,,,,,,,,,,LG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2020,,MIA,,,,,,,,,,330,,,,,,,,,,,,2020,FlowEr00 2020
FordIs00,,,,,,2,,,1996-02-09,,63.6,,,,,,,,,,,,,,,,,,,0,,,,,10.0,1.0,6-2,,,,,,,,,,,,,,,,,18,,Isaiah Ford,,,,,,,,,,,,,,,,,,0,276,,,,,27.6,9.9,28,,2.8,,,,,,,,,,,,,0,,,,,2020,,MIA,,,44,,,,28,,,194,276,,,,,,,,9.9,,,2020,FordIs00 2020
FrazKa00,,,,,,1,1,,1994-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,0.0,6-0,,,,,,,,,,,,,,,,,,,Kavon Frazier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2020,5,MIA,,,,,,,,,,220,,,,,,,,,,,,2020,FrazKa00 2020
GaskMy00,,,,,,7,,,1997-02-15,,87.2,,,,,,,,,,,,,,,,,,,2,,,,,10.0,7.0,5-10,,,,,,,,,,,,,,,,,59,26,Myles Gaskin,,,,,,,,,,RB,,,,,,,,2,388,,,,,38.8,9.5,41,,4.1,142,,14.2,,3,584,,,,,4.1,58.4,5,,,,,2020,,MIA,,,47,,,,183,,,200,972,,,,,,,,5.3,,,2020,GaskMy00 2020
GesiMi00,,,,,,6,,,1995-10-03,,62.4,,,,,,,,,,,,,,,,,,,0,,,,,15.0,9.0,6-6,,,,,,,,,,,,,,,,,70,,Mike Gesicki,,,,,,,,,,TE,,,,,,,,6,703,,,,,46.9,13.3,53,,3.5,,,,,,,,,,,,,6,,,,,2020,,MIA,,,85,,,,53,,,250,703,,,,,,,,13.3,,,2020,GesiMi00 2020
GodcDa00,,,,,,3,6,,1994-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,6-3,,,,,,,,,,,,,,,,,,,Davon Godchaux,,,,,,,,,,nt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2020,10,MIA,,,,,,,,,,311,,,,,,,,,,,,2020,GodcDa00 2020
GranJa00,,,,,852,4,,,1992-10-30,,66.7,,,,,,,,,,,,,,,,,,,2,0.0,1.0,0.0,,14.0,4.0,5-7,,,,,,0,129,6,,,,,45,,,88,30,29,Jakeem Grant,,,,,,,,,,,1,330,29,,,,,1,373,,,,,26.6,10.4,36,,2.6,3,,0.2,,0,20,,,,,6.7,1.4,1,,,0.0,,2020,,MIA,,,54,,,,39,,,171,393,,,,,21.5,,11.4,10.1,0.0,,2020,GranJa00 2020
GrugKa00,,,,,,2,7,,1994-05-16,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,0.0,,15.0,1.0,6-2,,,,,,,,,,,,,,,,,,,Kamu Grugier-Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2020,21,MIA,,,,,,,,,,230,,,,,,,,,,0.0,,2020,GrugKa00 2020
HaacMa00,,,,,,2,,,1994-07-25,0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,0.0,6-0,,,,,,,,,,,,,,,63,,,,Matt Haack,,,,,,,,,,,,,,68,,,,,0.0,,,,,,,0.0,,,0.0,,,,,0.0,,,,,,,,,,,,2020,,MIA,,,0.0,,3040,,,,,205,,,,,,,44.7,,,,,2020,HaacMa00 2020
HollNa00,,,,,,0,1,,1994-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,5-10,,,,,,,,,,,,,,,,,,,Nate Holley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2020,2,MIA,,,,,,,,,,198,,,,,,,,,,,,2020,HollNa00 2020
HollMa00,,,,,,1,2,,1993-09-16,,64.0,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,,16.0,2.0,6-4,,,,,,,,,,,,,,,,,34,,Mack Hollins,,,,,,,,,,,,,,,,,,1,176,,,,,11.0,11.0,16,,1.0,,,,,,,,,,,,,1,,,0.0,,2020,1,MIA,,,25,,,,16,,,221,176,,,,,,,,11.0,0.0,,2020,HollMa00 2020
HowaJo00,,,,,,0,,,1994-11-02,,100.0,,,,,,,,,,,,,,,,,,,1,0.0,0.0,0.0,,7.0,4.0,6-0,,,,,,,,,,,,,,,,,0,11,Jordan Howard,,,,,,,,,,,,,,,,,,0,-3,,,,,-0.4,-3.0,1,,0.1,35,,5.0,,4,60,,,,,1.7,8.6,4,,,0.0,,2020,,2TM,,,1,,,,36,,,224,57,,,,,,,,1.6,0.0,,2020,HowaJo00 2020
HowaXa00,,,,,,19,11,,1993-07-04,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,16.0,16.0,6-1,,,10,0,,,,,,,,29,,,,,,,Xavien Howard,,,,20,,,,,,RCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2020,40,MIA,,,,,,,,,,198,,,,,,,,,,0.0,77,2020,HowaXa00 2020
HowaXa00,,,,,,19,11,,1993-07-04,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,,16.0,16.0,6-1,,,10,0,,,,,,,,29,,,,,,,Xavien Howard,,,,20,,,,,,RCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,2020,40,MIA,,,,,,,,,,198,,,,,,,,,,0.0,77,2020,HowaXa00 2020
